#{"t_start": 1702104075.460168, "env_id": "None"}
r,l,t
8350.0,181,229.907472
6640.0,169,229.939397
2200.0,35,229.957092
7350.0,184,229.994907
17430.0,424,230.056132
2960.0,62,230.077918
5700.0,160,230.109551
4440.0,65,230.131413
5620.0,116,230.415239
4350.0,90,230.442787
2180.0,33,230.46232
3600.0,88,230.492849
11310.0,289,230.538243
2050.0,26,230.557019
5720.0,106,230.585663
7840.0,243,230.62601
4740.0,97,230.651031
4740.0,147,230.680954
5560.0,100,230.705872
2180.0,47,230.725645
12610.0,370,230.781135
4660.0,97,230.810976
11450.0,363,231.129692
2190.0,32,231.150157
5950.0,127,231.17912
3550.0,77,231.20246
15450.0,307,231.249822
8040.0,152,231.280364
6690.0,130,231.307999
10950.0,225,231.346344
7070.0,134,231.374839
6830.0,128,231.402681
4090.0,40,231.421506
7210.0,176,231.456489
12280.0,337,231.506533
8680.0,222,231.805005
1980.0,19,231.828097
10180.0,275,231.880082
2160.0,33,231.898199
3480.0,74,231.921453
2240.0,41,231.942025
6180.0,174,231.976041
9480.0,275,232.019279
12850.0,249,232.060213
7080.0,149,232.090429
8690.0,231,232.130298
4310.0,48,232.151988
2120.0,27,232.169393
3560.0,90,232.19463
4390.0,68,232.215862
9140.0,262,232.521368
3330.0,61,232.546917
4910.0,130,232.582106
5770.0,197,232.621241
9290.0,194,232.659469
5490.0,91,232.687474
16950.0,392,232.746969
2090.0,28,232.766469
2020.0,25,232.788025
4640.0,83,232.819943
2230.0,36,232.838787
13200.0,310,232.889324
4980.0,117,232.918774
2040.0,21,232.93772
6290.0,177,232.977941
11280.0,175,233.279599
6780.0,236,233.3236
12200.0,371,233.379829
3830.0,113,233.409263
3370.0,61,233.433511
9630.0,224,233.477516
3140.0,30,233.498062
720.0,20,233.51933
3130.0,31,233.541867
11120.0,280,233.58945
5990.0,123,233.619346
6880.0,207,233.658954
5490.0,125,233.690764
2090.0,40,233.710737
2210.0,38,233.732489
9790.0,314,234.050414
6830.0,108,234.081762
4430.0,88,234.107261
9290.0,271,234.152815
5530.0,77,234.177359
5410.0,71,234.201774
4720.0,87,234.228605
9870.0,232,234.271234
4570.0,98,234.300025
2090.0,42,234.321497
18890.0,513,234.394193
8730.0,213,234.714413
5870.0,139,234.752791
6330.0,241,234.79861
10780.0,276,234.849603
4690.0,130,234.885253
4220.0,43,234.908159
2050.0,24,234.928836
2660.0,111,234.959381
5380.0,161,234.996194
9210.0,150,235.029677
1040.0,22,235.049714
4740.0,101,235.083031
7450.0,188,235.123068
3270.0,61,235.145408
4500.0,77,235.172664
8060.0,138,235.202931
3100.0,46,235.226567
3060.0,30,235.246566
2150.0,36,235.268615
6910.0,146,235.574541
2160.0,35,235.598648
3620.0,82,235.627805
3310.0,63,235.650859
2150.0,28,235.671325
5200.0,151,235.703821
3390.0,71,235.730755
10510.0,209,235.769011
7500.0,211,235.8091
8740.0,212,235.851883
4330.0,66,235.876133
14840.0,391,235.933381
11380.0,300,235.989286
1970.0,22,236.008714
9550.0,210,236.321573
4430.0,108,236.351867
3320.0,88,236.379806
3480.0,106,236.408237
8430.0,223,236.450532
1990.0,14,236.470836
8040.0,190,236.515055
9500.0,197,236.552875
22370.0,570,236.63204
5910.0,125,236.666838
5440.0,72,236.693483
2200.0,33,236.714615
6390.0,179,236.75521
7270.0,154,237.057148
6030.0,167,237.096633
10620.0,242,237.140246
1970.0,24,237.160511
6690.0,106,237.18975
6690.0,94,237.216367
7350.0,162,237.2546
2060.0,23,237.275377
2140.0,99,237.307665
6940.0,133,237.341529
4650.0,86,237.369078
5760.0,148,237.400813
10620.0,296,237.452732
10930.0,247,237.496016
8490.0,179,237.78884
2210.0,40,237.810593
2090.0,24,237.8304
6520.0,121,237.86074
6800.0,149,237.892254
1870.0,24,237.909304
2310.0,52,237.931582
11990.0,270,237.976106
4460.0,77,238.000563
910.0,27,238.020507
11550.0,218,238.062802
5700.0,88,238.087144
4470.0,82,238.111248
2160.0,35,238.129047
3340.0,114,238.159114
3420.0,56,238.17973
4510.0,86,238.205396
5700.0,96,238.23046
2090.0,32,238.249841
3550.0,93,238.275601
5800.0,96,238.300935
3360.0,64,238.324105
2060.0,51,238.344073
4310.0,92,238.635524
2110.0,32,238.657855
2180.0,71,238.685754
9100.0,163,238.721565
2060.0,25,238.740203
7620.0,106,238.771221
2120.0,27,238.789674
2420.0,79,238.816727
3600.0,96,238.843502
3230.0,49,238.865031
3620.0,78,238.892344
4900.0,157,238.923328
3340.0,50,238.942705
4280.0,55,238.963634
1170.0,37,238.983502
10830.0,257,239.026103
2030.0,52,239.048276
2110.0,24,239.065419
2180.0,33,239.084208
2060.0,55,239.107999
11040.0,266,239.154095
3890.0,135,239.184223
4510.0,80,239.207681
9680.0,233,239.505665
17170.0,398,239.56674
2150.0,32,239.58863
14260.0,307,239.640198
4660.0,95,239.665749
4920.0,121,239.692779
3230.0,39,239.711752
2080.0,35,239.729411
8580.0,194,239.768271
2040.0,21,239.78629
4820.0,107,239.816254
2090.0,30,239.834431
3290.0,53,239.860503
2160.0,29,239.877447
12670.0,324,239.926789
4830.0,132,240.216743
3320.0,90,240.243735
1810.0,22,240.260438
2160.0,31,240.283921
5780.0,106,240.31262
3440.0,66,240.333912
9330.0,182,240.370511
3530.0,99,240.398609
4420.0,89,240.422412
11040.0,262,240.464735
4500.0,107,240.491814
700.0,24,240.510254
7050.0,154,240.542147
5040.0,141,240.571313
2210.0,42,240.59124
7990.0,133,240.619631
9680.0,219,240.659311
2110.0,24,240.6766
2030.0,90,240.702289
720.0,20,240.718941
2240.0,39,240.741549
6500.0,73,240.763002
1870.0,22,240.782013
6560.0,119,241.06896
9550.0,250,241.112534
2160.0,45,241.132448
8360.0,184,241.173279
4940.0,121,241.203737
2170.0,40,241.224948
7260.0,159,241.257523
2050.0,18,241.27372
4570.0,82,241.303694
2030.0,18,241.322915
2070.0,26,241.341227
7110.0,142,241.375194
13000.0,286,241.421903
6990.0,188,241.459189
2140.0,35,241.478469
6940.0,119,241.505167
2100.0,23,241.522597
4900.0,163,241.557156
910.0,31,241.574789
4840.0,131,241.876706
2130.0,26,241.897042
5650.0,131,241.928846
2050.0,32,241.947033
3450.0,83,241.973802
11220.0,316,242.021934
2080.0,41,242.041976
7760.0,114,242.069674
3540.0,76,242.092001
6000.0,146,242.121746
6230.0,163,242.153795
2040.0,33,242.173493
5530.0,91,242.20089
14670.0,368,242.25661
4620.0,159,242.287924
3220.0,56,242.307964
2090.0,24,242.326426
6920.0,135,242.63254
9450.0,222,242.677615
11820.0,287,242.725126
4580.0,119,242.756852
2290.0,68,242.779834
7350.0,180,242.816363
7030.0,168,242.853786
4820.0,99,242.882183
7260.0,185,242.917912
3220.0,52,242.941202
4640.0,93,242.97112
11070.0,168,243.007316
8490.0,187,243.04821
3500.0,82,243.074029
9820.0,241,243.379578
5790.0,101,243.413978
2100.0,47,243.434568
2360.0,91,243.462636
4610.0,100,243.490821
4900.0,125,243.523817
3160.0,52,243.545588
2410.0,56,243.568115
6080.0,134,243.599398
2090.0,24,243.621132
1160.0,32,243.641988
12460.0,339,243.696103
3330.0,69,243.721319
5800.0,116,243.751245
5730.0,115,243.781284
7290.0,152,243.814273
6860.0,218,243.854274
14270.0,300,244.169287
7160.0,151,244.203423
2130.0,46,244.226858
4450.0,70,244.255248
4540.0,81,244.280236
2140.0,31,244.299478
10860.0,290,244.347045
8240.0,182,244.383578
1100.0,26,244.404882
2420.0,59,244.433111
7060.0,129,244.466855
14730.0,468,244.537717
6060.0,142,244.571801
5990.0,121,244.601776
4510.0,78,244.892743
2040.0,21,244.913589
2260.0,65,244.942928
3070.0,31,244.963776
4320.0,57,244.991808
2000.0,23,245.011857
5610.0,93,245.040234
3310.0,121,245.069651
3300.0,50,245.091672
4740.0,153,245.127167
3200.0,76,245.152676
5600.0,134,245.18494
2070.0,20,245.205202
3360.0,60,245.233183
9070.0,247,245.279623
2290.0,56,245.304635
4630.0,88,245.33162
8650.0,253,245.377583
10840.0,230,245.42095
6150.0,165,245.459945
2170.0,32,245.48149
3580.0,86,245.778533
4890.0,128,245.812147
4570.0,96,245.840996
5580.0,96,245.867185
6490.0,187,245.90425
2100.0,25,245.926414
8850.0,227,245.969596
4780.0,171,246.004897
2060.0,21,246.024635
5840.0,108,246.057938
2130.0,28,246.080115
2230.0,36,246.099964
4630.0,110,246.128746
4530.0,136,246.160803
3620.0,122,246.190836
3090.0,39,246.214567
1970.0,26,246.233171
8420.0,224,246.273829
7020.0,159,246.309003
2090.0,22,246.329796
7110.0,150,246.67108
15970.0,385,246.737424
5780.0,152,246.7729
2150.0,36,246.793074
4760.0,115,246.82368
3430.0,61,246.84749
4860.0,119,246.878177
8380.0,180,246.914688
6810.0,114,246.944838
720.0,20,246.964312
3160.0,68,246.991644
1830.0,38,247.015032
4520.0,67,247.038845
1130.0,35,247.057839
3180.0,34,247.07872
2470.0,68,247.103719
14170.0,276,247.153771
6260.0,174,247.194428
4340.0,85,247.509865
3540.0,84,247.538328
10620.0,252,247.583705
6760.0,99,247.613606
6030.0,171,247.646678
5720.0,98,247.674059
3280.0,78,247.697226
2050.0,30,247.715923
3180.0,86,247.742288
5570.0,73,247.764606
4350.0,80,247.788808
6960.0,165,247.822163
2370.0,64,247.842974
4500.0,65,247.864816
2160.0,29,247.882688
7930.0,157,247.913976
1780.0,45,247.933329
3260.0,56,247.956728
2420.0,57,247.977439
5250.0,89,248.001081
2140.0,27,248.020428
8900.0,216,248.319055
4820.0,101,248.347428
6110.0,143,248.377264
3120.0,28,248.395001
-300.0,21,248.415228
3730.0,109,248.444195
4760.0,107,248.470186
12360.0,291,248.519238
11210.0,277,248.564275
6930.0,130,248.593009
4910.0,148,248.623486
3530.0,91,248.647376
5630.0,103,248.672357
730.0,35,248.690488
8400.0,212,248.729633
21750.0,466,249.055394
4500.0,81,249.082864
8420.0,238,249.123148
4570.0,122,249.151289
5740.0,152,249.181798
6770.0,108,249.207736
6980.0,141,249.237797
6120.0,164,249.272483
2140.0,37,249.291662
2190.0,52,249.312565
2090.0,34,249.333112
1100.0,22,249.349608
720.0,20,249.370216
11460.0,251,249.416193
1990.0,24,249.433663
3470.0,89,249.462606
13940.0,394,249.775947
1080.0,22,249.795557
5550.0,97,249.824459
1980.0,17,249.844412
6990.0,122,249.8772
11440.0,185,249.916161
6550.0,142,249.952805
4500.0,79,249.978977
3150.0,41,250.00063
6760.0,123,250.031864
6750.0,108,250.060885
8270.0,165,250.096121
2080.0,29,250.118032
2140.0,31,250.139273
2240.0,37,250.163306
8450.0,185,250.201811
6030.0,137,250.233247
1240.0,36,250.254665
800.0,46,250.276583
4500.0,77,250.299469
1070.0,27,250.316585
3050.0,47,250.340124
7160.0,149,250.37208
3280.0,68,250.658916
3680.0,112,250.689198
2190.0,32,250.707581
1940.0,35,250.731903
6970.0,246,250.777582
12240.0,353,250.830359
4400.0,117,250.85805
730.0,21,250.877294
17190.0,372,250.934571
9970.0,252,250.979778
2210.0,36,251.002085
2250.0,38,251.022417
2100.0,41,251.044783
10210.0,165,251.076704
2370.0,96,251.101711
3130.0,33,251.120887
5700.0,120,251.412893
2080.0,29,251.437464
3250.0,63,251.464154
4430.0,70,251.488359
7240.0,159,251.520897
4680.0,89,251.546658
7360.0,183,251.581407
1200.0,34,251.600711
6970.0,136,251.632674
2210.0,38,251.651212
3430.0,73,251.675592
5670.0,133,251.704261
4030.0,137,251.734829
3730.0,103,251.762159
3240.0,48,251.783083
3460.0,72,251.807763
6700.0,169,251.841782
4130.0,38,251.861392
4640.0,93,251.886055
3410.0,61,251.907
2200.0,45,251.926375
2130.0,30,251.944449
4330.0,52,251.965291
3110.0,83,251.989034
3290.0,61,252.272522
4790.0,96,252.300528
8440.0,224,252.343977
1190.0,51,252.365189
1110.0,25,252.382783
1110.0,23,252.403217
3380.0,56,252.427492
15030.0,285,252.472869
12680.0,381,252.529701
4570.0,80,252.552957
7430.0,176,252.586729
2050.0,26,252.60711
3380.0,62,252.634142
10170.0,268,252.680367
5660.0,126,252.713689
2150.0,30,252.734599
4680.0,91,252.763594
4820.0,145,253.062761
4360.0,61,253.088229
3050.0,39,253.111825
3010.0,25,253.134679
4560.0,121,253.164743
7130.0,180,253.20177
6560.0,79,253.227934
5820.0,114,253.25665
740.0,24,253.275226
2110.0,74,253.300584
15880.0,362,253.358834
2100.0,25,253.380931
5350.0,57,253.408974
4130.0,32,253.430595
2040.0,33,253.449975
10470.0,209,253.488486
4330.0,66,253.512787
3250.0,43,253.533422
6530.0,84,253.559279
3280.0,48,253.580024
5830.0,133,253.612401
4550.0,78,253.638232
7330.0,238,253.949464
12810.0,225,253.994837
2280.0,43,254.016022
3240.0,76,254.044863
1080.0,46,254.067132
1990.0,34,254.087766
5850.0,113,254.117955
2080.0,21,254.13804
1970.0,14,254.161816
7100.0,167,254.198651
2170.0,34,254.22211
9030.0,261,254.268162
5360.0,64,254.293176
2090.0,22,254.311206
2140.0,31,254.330494
1760.0,23,254.348766
4120.0,107,254.376402
3750.0,93,254.404608
5480.0,98,254.432154
2110.0,28,254.455378
3240.0,42,254.476966
13940.0,400,254.802119
13540.0,312,254.853706
6630.0,158,254.888963
9930.0,238,254.932546
3330.0,109,254.964891
20950.0,553,255.041771
16440.0,337,255.097383
6880.0,131,255.127312
3340.0,54,255.149359
8170.0,159,255.452728
1970.0,22,255.473857
5520.0,78,255.503327
2000.0,33,255.522908
12940.0,383,255.586325
11790.0,268,255.631811
4490.0,80,255.656496
5750.0,105,255.683516
2020.0,37,255.706638
9800.0,235,255.75027
4540.0,73,255.778816
4150.0,44,255.801923
8530.0,201,255.841959
4490.0,82,255.870744
6990.0,142,255.905202
4920.0,121,255.935274
4670.0,116,256.2328
9320.0,191,256.274298
5570.0,97,256.303328
4820.0,105,256.33077
4860.0,111,256.359229
9460.0,183,256.397532
4940.0,153,256.429988
4910.0,112,256.458748
6060.0,142,256.492694
1010.0,49,256.516916
4840.0,101,256.54625
12390.0,286,256.594306
4880.0,109,256.625454
7070.0,140,256.660393
2530.0,94,256.688065
4590.0,86,256.714084
3120.0,74,257.002031
5280.0,70,257.027974
6150.0,211,257.066889
16750.0,360,257.126079
8040.0,134,257.158998
3550.0,123,257.190619
4990.0,168,257.224436
10220.0,224,257.268903
3490.0,95,257.297632
3140.0,40,257.318924
4550.0,80,257.344712
5030.0,166,257.379755
2020.0,37,257.401175
3380.0,56,257.425241
2630.0,108,257.455262
1070.0,27,257.475193
4660.0,111,257.77427
12010.0,270,257.821341
3270.0,61,257.843061
4480.0,63,257.864438
6060.0,176,257.897615
7040.0,159,257.929706
11490.0,283,257.975276
4570.0,94,258.000424
10720.0,222,258.04156
4820.0,105,258.067234
7460.0,209,258.106621
780.0,42,258.125534
13890.0,379,258.438545
17770.0,516,258.515318
10670.0,215,258.554092
10350.0,211,258.591722
2110.0,30,258.609667
-300.0,21,258.636143
4680.0,91,258.667485
3340.0,50,258.690373
2100.0,27,258.708844
13290.0,299,258.759231
16000.0,396,258.817267
7040.0,149,258.848929
2110.0,24,259.122808
10150.0,274,259.169462
6640.0,190,259.204786
2410.0,72,259.228657
7190.0,244,259.270975
7030.0,160,259.305522
8430.0,197,259.34154
6690.0,98,259.367044
4280.0,63,259.390748
6860.0,121,259.41844
3240.0,72,259.440386
6860.0,197,259.475957
2150.0,28,259.493573
5860.0,120,259.523321
7260.0,171,259.556421
11910.0,258,259.858649
3070.0,59,259.885182
15640.0,342,259.940425
7890.0,129,259.975583
6200.0,158,260.011084
5760.0,114,260.040885
2160.0,29,260.062556
2070.0,46,260.086799
3190.0,57,260.111706
5500.0,102,260.137632
4380.0,77,260.161922
4240.0,133,260.194379
1980.0,15,260.212001
2100.0,37,260.236873
4720.0,97,260.264518
3160.0,58,260.286231
3090.0,67,260.308026
3460.0,60,260.329209
2230.0,38,260.350777
5810.0,211,260.652996
4890.0,112,260.683113
2270.0,40,260.702421
4540.0,95,260.728965
4980.0,155,260.761095
3140.0,30,260.778819
3320.0,50,260.801629
3330.0,67,260.826304
2140.0,33,260.844977
14420.0,339,260.895957
2110.0,26,260.914292
4560.0,81,260.940288
3240.0,40,260.959354
8590.0,205,261.000167
2250.0,44,261.022891
9320.0,187,261.060919
4620.0,119,261.090394
3300.0,56,261.112685
7070.0,130,261.14422
4580.0,113,261.171343
9820.0,223,261.471658
11570.0,222,261.514133
5130.0,144,261.545282
10480.0,180,261.580567
2360.0,57,261.601257
5580.0,98,261.629924
4610.0,88,261.655556
15670.0,440,261.717382
5580.0,82,261.741025
2170.0,38,261.759826
3640.0,102,261.788319
3220.0,38,261.806916
5760.0,104,261.835826
12340.0,297,261.882831
3630.0,105,262.170437
5640.0,98,262.203097
13640.0,318,262.255123
2190.0,38,262.276924
3710.0,91,262.304317
2010.0,16,262.322778
4840.0,117,262.354162
6840.0,129,262.383295
4670.0,96,262.40825
5810.0,109,262.438514
9630.0,252,262.480784
2000.0,45,262.500424
2390.0,56,262.523854
6720.0,135,262.552721
3250.0,43,262.571888
12410.0,294,262.621172
1920.0,9,262.637172
2170.0,30,262.661107
2110.0,36,262.681439
3210.0,41,262.701742
9800.0,247,263.012626
8170.0,187,263.053306
1990.0,24,263.072307
2020.0,17,263.096878
2370.0,78,263.128111
2190.0,34,263.148099
10530.0,199,263.190315
3060.0,26,263.212749
8300.0,166,263.249606
1030.0,33,263.27234
7430.0,176,263.311832
5800.0,108,263.342324
3360.0,52,263.366428
6830.0,102,263.395404
7360.0,167,263.433543
2470.0,78,263.460514
14110.0,258,263.505937
9220.0,185,263.810395
4220.0,53,263.834706
3340.0,50,263.857369
2260.0,45,263.882868
10300.0,174,263.921516
1240.0,68,263.945218
11230.0,259,263.990759
9570.0,236,264.037648
7370.0,178,264.077006
6660.0,93,264.11063
1230.0,41,264.132897
5950.0,137,264.167765
8390.0,173,264.205181
6220.0,150,264.241333
3060.0,22,264.26473
3100.0,36,264.289319
2140.0,49,264.311626
9530.0,196,264.351096
7140.0,143,264.657189
4450.0,72,264.685296
5890.0,113,264.715825
6030.0,151,264.751714
12660.0,208,264.791563
5950.0,141,264.827469
9470.0,244,264.870096
4460.0,71,264.896422
5450.0,65,264.921969
2030.0,24,264.940458
4610.0,86,264.96877
4980.0,119,264.998497
8820.0,292,265.046644
4350.0,92,265.073512
8760.0,218,265.114428
13320.0,280,265.427449
4980.0,119,265.458878
3360.0,52,265.483672
7080.0,161,265.518664
6740.0,208,265.558078
3420.0,74,265.586104
4630.0,86,265.612242
6600.0,101,265.640706
2070.0,20,265.662866
5570.0,117,265.695803
6680.0,95,265.727133
7300.0,165,265.763934
3180.0,70,265.789727
5530.0,111,265.819303
13830.0,254,265.864373
10940.0,238,266.176693
14790.0,358,266.234359
11050.0,247,266.278667
8120.0,132,266.310645
6140.0,180,266.346187
2160.0,29,266.36673
15960.0,404,266.433137
720.0,20,266.455169
2110.0,24,266.478156
3180.0,56,266.502287
2140.0,27,266.521757
9690.0,268,266.571774
4580.0,97,266.599672
970.0,51,266.624186
2180.0,39,266.647566
2040.0,23,266.666803
6850.0,116,266.96528
5550.0,93,266.996333
8190.0,161,267.030968
3190.0,49,267.052591
2190.0,42,267.076393
7260.0,157,267.110332
2060.0,23,267.129103
3340.0,58,267.154129
7290.0,176,267.191222
6180.0,160,267.229153
4550.0,74,267.25538
2110.0,36,267.275325
1970.0,10,267.292092
1910.0,38,267.315719
4110.0,44,267.34066
3650.0,91,267.368334
1880.0,33,267.389027
10560.0,198,267.432006
8120.0,146,267.468904
7500.0,185,267.506701
1880.0,31,267.529842
2140.0,51,267.553383
860.0,32,267.573158
3230.0,43,267.594577
3190.0,61,267.881515
4270.0,68,267.906049
740.0,30,267.925286
6880.0,133,267.958193
4720.0,93,267.98453
7740.0,138,268.016753
2070.0,26,268.034472
4560.0,73,268.060374
8640.0,149,268.091035
3140.0,36,268.109929
4810.0,104,268.137167
5630.0,121,268.169859
3680.0,84,268.194957
3160.0,54,268.215364
11600.0,259,268.257953
